#,Visible?,Starred?,Bio View:1107 Proteins in 1006 Clusters,Accession Number,Molecular Weight,Protein Grouping Ambiguity,Fisher's Exact Test (p-value)*(p < 0.00375),Quantitative Profile,C1,PX1-I,PX2,PX1-P
,TRUE,Empty,    Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1,RAP2B_HUMAN,21 kDa,TRUE,0.21,[],22,19,17,23
,TRUE,Empty,Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,CLIC1_HUMAN,27 kDa,,0.037,[],20,20,6,26
,TRUE,Empty,26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=1,R4GNH3_HUMAN,47 kDa,,0.29,[],27,12,26,14
,TRUE,Empty,Isoform 2 of Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1,sp|P14543-2|NID1_HUMAN (+1),122 kDa,TRUE,0.52,[],23,11,27,15
,TRUE,Empty,Isoform 2 of Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1,sp|P36871-2|PGM1_HUMAN (+1),64 kDa,,0.088,[],23,16,14,25
,TRUE,Empty,"Isoform 2 of 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD",sp|P52209-2|6PGD_HUMAN (+1),52 kDa,,0.15,[],14,6,8,41
,TRUE,Empty,Isoform 2 of Septin-2 OS=Homo sapiens OX=9606 GN=SEPT2,sp|Q15019-2|SEPT2_HUMAN (+2),45 kDa,,0.43,[],24,15,24,12
,TRUE,Empty,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4,2AAA_HUMAN,65 kDa,,0.38,[],20,2,27,28
,TRUE,Empty,ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2,ARF1_HUMAN (+1),21 kDa,TRUE,0.031,[],41,,27,59
,TRUE,Empty,"Isoform 2 of Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB",sp|P55084-2|ECHB_HUMAN (+1),49 kDa,,0.029,[],14,7,33,18
,TRUE,Empty,Cluster of Isoform 2B of GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS (sp|P01116-2|RASK_HUMAN),sp|P01116-2|RASK_HUMAN [2],21 kDa,TRUE,0.39,[],19,26,16,16
,TRUE,Empty,    Isoform 2B of GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS,sp|P01116-2|RASK_HUMAN,21 kDa,TRUE,0.52,[],15,19,13,14
,TRUE,Empty,    GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1,RASN_HUMAN,21 kDa,TRUE,0.64,[],7,14,6,6
,TRUE,Empty,Basal cell adhesion molecule OS=Homo sapiens OX=9606 GN=BCAM PE=1 SV=1,A0A087WXM8_HUMAN (+1),64 kDa,,0.19,[],15,20,25,15
,TRUE,Empty,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",QCR1_HUMAN,53 kDa,,0.00061,"Control low, PEX eye - bi high",11,7,42,15
,TRUE,Empty,Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1,sp|Q9NP72|RAB18_HUMAN,23 kDa,,0.29,[],12,15,19,30
,TRUE,Empty,60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1,C9JNW5_HUMAN (+2),18 kDa,,0.55,[],16,24,15,18
,TRUE,Empty,Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=1,M0R0Y2_HUMAN (+1),29 kDa,,0.51,[],17,14,20,24
,TRUE,Empty,Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2,PURA_HUMAN,35 kDa,,0.45,[],15,25,20,15
,TRUE,Empty,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,RL4_HUMAN,48 kDa,,0.45,[],18,19,21,16
,TRUE,Empty,Isoform 3 of Glutathione hydrolase 5 proenzyme OS=Homo sapiens OX=9606 GN=GGT5,sp|P36269-3|GGT5_HUMAN (+1),62 kDa,,0.044,[],29,10,15,20
,TRUE,Empty,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2,sp|P78417|GSTO1_HUMAN,28 kDa,,0.025,[],24,7,10,27
,TRUE,Empty,Target of Myb protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=8,B0QY01_HUMAN (+2),37 kDa,,0.32,[],11,14,20,18
,TRUE,Empty,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,Q5T123_HUMAN (+1),9 kDa,,0.037,[],25,19,13,17
,TRUE,Empty,Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=1,A0A087X1J7_HUMAN (+1),25 kDa,,0.002,"Control low, PEX eye - bi high",7,7,32,18
,TRUE,Empty,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=1,E7EPB3_HUMAN (+1),15 kDa,,0.34,[],20,15,20,17
,TRUE,Empty,60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2,RL27_HUMAN,16 kDa,,0.23,[],11,17,9,19
,TRUE,Empty,Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2,TALDO_HUMAN,38 kDa,,0.21,[],21,17,16,19
,TRUE,Empty,Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1,UBE2N_HUMAN,17 kDa,,0.24,[],19,8,15,26
,TRUE,Empty,Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4,sp|P30040|ERP29_HUMAN,29 kDa,,0.0017,"Control high, PEX eye - bi low",30,12,9,22
,TRUE,Empty,Isoform 2 of NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13,sp|Q9P0J0-2|NDUAD_HUMAN (+1),25 kDa,,0.23,[],5,5,12,15
,TRUE,Empty,40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=1,C9JLI6_HUMAN (+2),11 kDa,,0.5,[],16,11,19,27
,TRUE,Empty,"HCG1985580, isoform CRA_c OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1",A0A024QZ42_HUMAN (+2),14 kDa,,0.51,[],16,19,21,16
,TRUE,Empty,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,sp|Q08211|DHX9_HUMAN,141 kDa,,0.35,[],16,14,20,17
,TRUE,Empty,60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,RL38_HUMAN,8 kDa,,0.33,[],18,9,26,15
,TRUE,Empty,Isoform 2 of Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2,sp|O15173-2|PGRC2_HUMAN (+1),26 kDa,TRUE,0.25,[],25,11,25,18
,TRUE,Empty,Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2,sp|P09417|DHPR_HUMAN,26 kDa,,< 0.00010,"Control high, PEX eye - bi low",31,13,3,18
,TRUE,Empty,Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,GRHPR_HUMAN,36 kDa,,0.17,[],20,20,14,15
,TRUE,Empty,Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2,LRP1_HUMAN,505 kDa,,0.079,[],29,11,19,4
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3,sp|O43678|NDUA2_HUMAN,11 kDa,,0.065,[],22,25,12,4
,TRUE,Empty,"Isoform CNPI of 2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP",sp|P09543-2|CN37_HUMAN (+1),45 kDa,,0.053,[],2,21,16,30
,TRUE,Empty,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3",QCR2_HUMAN,48 kDa,,0.011,[],12,,35,17
,TRUE,Empty,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1,sp|P10644|KAP0_HUMAN,43 kDa,,0.029,[],21,11,8,18
,TRUE,Empty,60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1,sp|P62899|RL31_HUMAN,14 kDa,,0.2,[],16,6,13,29
,TRUE,Empty,14 kDa phosphohistidine phosphatase OS=Homo sapiens OX=9606 GN=PHPT1 PE=1 SV=1,sp|Q9NRX4|PHP14_HUMAN,14 kDa,,0.54,[],12,16,13,16
,TRUE,Empty,DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2,APEX1_HUMAN,36 kDa,,0.18,[],8,24,17,17
,TRUE,Empty,CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Homo sapiens OX=9606 GN=CDIPT PE=1 SV=1,B3KY94_HUMAN (+2),26 kDa,,0.039,[],12,7,29,19
,TRUE,Empty,Mitochondrial fission 1 protein OS=Homo sapiens OX=9606 GN=FIS1 PE=1 SV=2,FIS1_HUMAN,17 kDa,,0.49,[],20,3,19,20
,TRUE,Empty,Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2,GDIA_HUMAN,51 kDa,TRUE,0.11,[],55,23,47,68
,TRUE,Empty,"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1",SSBP_HUMAN,17 kDa,,0.0084,[],30,4,11,22
,TRUE,Empty,Isoform 2 of 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4,sp|P43686-2|PRS6B_HUMAN (+1),44 kDa,,0.29,[],20,8,19,20
,TRUE,Empty,3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2,sp|Q9BUT1|BDH2_HUMAN,27 kDa,,0.0015,"Control high, PEX eye - bi low",22,19,5,21
,TRUE,Empty,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=1,A0A0C4DGS1_HUMAN (+2),49 kDa,,0.045,[],8,14,24,21
,TRUE,Empty,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",E9PPW7_HUMAN (+1),21 kDa,,0.17,[],22,21,18,5
,TRUE,Empty,Prostaglandin-H2 D-isomerase OS=Homo sapiens OX=9606 GN=PTGDS PE=1 SV=1,PTGDS_HUMAN,21 kDa,,0.4,[],12,21,13,21
,TRUE,Empty,Cluster of Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1 (F8VVA7_HUMAN),F8VVA7_HUMAN [3],22 kDa,TRUE,0.19,[],16,15,11,15
,TRUE,Empty,    Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1,F8VVA7_HUMAN (+2),22 kDa,TRUE,0.19,[],16,15,11,15
,TRUE,Empty,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=1",D6RFM5_HUMAN (+2),64 kDa,,0.24,[],14,13,22,16
,TRUE,Empty,Protein transport protein Sec61 subunit gamma OS=Homo sapiens OX=9606 GN=SEC61G PE=1 SV=1,SC61G_HUMAN,8 kDa,,0.013,[],19,27,5,14
,TRUE,Empty,Metalloproteinase inhibitor 3 OS=Homo sapiens OX=9606 GN=TIMP3 PE=1 SV=2,TIMP3_HUMAN,24 kDa,,0.25,[],11,4,18,31
,TRUE,Empty,"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2",sp|P00367|DHE3_HUMAN,61 kDa,,0.2,[],20,17,15,13
,TRUE,Empty,Isoform 2 of Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1,sp|P05026-2|AT1B1_HUMAN (+1),35 kDa,,0.068,[],7,16,20,23
,TRUE,Empty,Isoform 2 of Liver carboxylesterase 1 OS=Homo sapiens OX=9606 GN=CES1,sp|P23141-2|EST1_HUMAN (+2),63 kDa,,0.24,[],17,,26,17
,TRUE,Empty,Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3,APOH_HUMAN (+1),38 kDa,,0.41,[],17,13,22,8
,TRUE,Empty,Cytochrome c (Fragment) OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=1,C9JFR7_HUMAN (+1),11 kDa,,0.15,[],14,4,6,34
,TRUE,Empty,60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2,sp|P62913|RL11_HUMAN,20 kDa,,0.13,[],17,25,10,11
,TRUE,Empty,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",sp|Q01813|PFKAP_HUMAN,86 kDa,TRUE,0.021,[],6,28,26,18
,TRUE,Empty,EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3,sp|Q9Y6C2|EMIL1_HUMAN,107 kDa,,0.12,[],9,17,20,16
,TRUE,Empty,CD63 antigen OS=Homo sapiens OX=9606 GN=CD63 PE=1 SV=1,F8VV56_HUMAN (+5),16 kDa,,0.18,[],11,9,23,21
,TRUE,Empty,CD59 glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=CD59 PE=4 SV=1,A0A2U3TZL5_HUMAN (+3),13 kDa,,0.27,[],10,15,17,22
,TRUE,Empty,40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3,RS11_HUMAN,18 kDa,,0.085,[],10,12,25,15
,TRUE,Empty,Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Homo sapiens OX=9606 GN=IAH1 PE=1 SV=1,sp|Q2TAA2|IAH1_HUMAN,28 kDa,,0.037,[],17,17,6,21
,TRUE,Empty,Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=1,A0A0A0MSS8_HUMAN (+1),37 kDa,TRUE,0.42,[],9,23,14,23
,TRUE,Empty,Cluster of Isoform 3 of Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 (sp|O95197-3|RTN3_HUMAN),sp|O95197-3|RTN3_HUMAN,26 kDa,TRUE,0.045,[],8,12,23,13
,TRUE,Empty,    Isoform 3 of Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3,sp|O95197-3|RTN3_HUMAN,26 kDa,TRUE,0.094,[],8,12,23,13
,TRUE,Empty,40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1,RS21_HUMAN,9 kDa,,0.0072,[],22,30,6,1
,TRUE,Empty,Cluster of Isoform 2 of Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 (sp|Q14240-2|IF4A2_HUMAN),sp|Q14240-2|IF4A2_HUMAN [4],46 kDa,TRUE,0.063,[],21,10,11,18
,TRUE,Empty,    Isoform 2 of Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2,sp|Q14240-2|IF4A2_HUMAN (+1),46 kDa,TRUE,0.12,[],19,10,11,13
,TRUE,Empty,    Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,IF4A3_HUMAN,47 kDa,TRUE,0.5,[],2,1,,6
,TRUE,Empty,    Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1,sp|P60842|IF4A1_HUMAN,46 kDa,TRUE,0.22,[],16,8,10,12
,TRUE,Empty,Cluster of Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2 (GNA11_HUMAN),GNA11_HUMAN [2],42 kDa,TRUE,0.058,[],8,12,22,19
,TRUE,Empty,    Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2,GNA11_HUMAN,42 kDa,TRUE,0.46,[],8,4,19,13
,TRUE,Empty,    Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens OX=9606 GN=GNAQ PE=1 SV=4,GNAQ_HUMAN,42 kDa,TRUE,0.071,[],3,8,16,14
,TRUE,Empty,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,B1AHC9_HUMAN (+1),64 kDa,,0.27,[],16,4,24,17
,TRUE,Empty,CDGSH iron-sulfur domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CISD1 PE=1 SV=1,CISD1_HUMAN,12 kDa,,0.12,[],10,9,19,21
,TRUE,Empty,Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AFZ PE=1 SV=2,H2AZ_HUMAN,14 kDa,TRUE,0.43,[],53,164,57,135
,TRUE,Empty,Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2,IPYR_HUMAN,33 kDa,,0.1,[],18,2,10,30
,TRUE,Empty,Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1,K7ELL7_HUMAN (+2),60 kDa,,0.52,[],10,7,11,30
,TRUE,Empty,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,LMNB2_HUMAN,70 kDa,,0.007,[],3,11,22,24
,TRUE,Empty,Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4,PEDF_HUMAN,46 kDa,,0.5,[],2,23,2,34
,TRUE,Empty,60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2,RL27A_HUMAN,17 kDa,,0.24,[],12,22,8,17
,TRUE,Empty,Isoform 2 of V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F,sp|Q16864-2|VATF_HUMAN (+1),16 kDa,,0.00065,"Control low, PEX eye - bi high",5,5,32,20
,TRUE,Empty,Pituitary tumor-transforming gene 1 protein-interacting protein OS=Homo sapiens OX=9606 GN=PTTG1IP PE=1 SV=1,A8MXQ1_HUMAN (+1),18 kDa,,0.078,[],21,19,11,11
,TRUE,Empty,Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1,G3V295_HUMAN (+2),23 kDa,,0.0035,"Control high, PEX eye - bi low",28,10,9,14
,TRUE,Empty,Isoform 2 of cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A,sp|P13861-2|KAP2_HUMAN (+1),43 kDa,,0.1,[],21,8,12,19
,TRUE,Empty,40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1,sp|P62847|RS24_HUMAN,15 kDa,,0.24,[],18,11,16,14
,TRUE,Empty,Aldose reductase OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3,ALDR_HUMAN,36 kDa,,0.016,[],27,16,10,22
,TRUE,Empty,CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CISD2 PE=1 SV=1,CISD2_HUMAN,15 kDa,,0.54,[],11,10,12,26
,TRUE,Empty,Ferritin heavy chain OS=Homo sapiens OX=9606 GN=FTH1 PE=1 SV=2,FRIH_HUMAN (+1),21 kDa,,0.18,[],9,5,3,8
,TRUE,Empty,60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2,RL7A_HUMAN,30 kDa,,0.051,[],23,9,12,15
,TRUE,Empty,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3",SDHB_HUMAN,32 kDa,,0.11,[],23,8,15,11
,TRUE,Empty,Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens OX=9606 GN=USMG5 PE=1 SV=1,USMG5_HUMAN,6 kDa,,0.49,[],13,7,16,22
,TRUE,Empty,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,sp|P27105|STOM_HUMAN,32 kDa,,0.39,[],18,3,19,19
,TRUE,Empty,AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=1,M0QYZ2_HUMAN (+2),19 kDa,,0.39,[],16,3,13,23
,TRUE,Empty,Glutathione S-transferase kappa OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=1,E9PFN5_HUMAN (+1),22 kDa,,0.31,[],11,14,16,18
,TRUE,Empty,60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,RL22_HUMAN,15 kDa,,0.25,[],7,8,14,29
,TRUE,Empty,Phosphoglucomutase-like protein 5 OS=Homo sapiens OX=9606 GN=PGM5 PE=1 SV=2,sp|Q15124|PGM5_HUMAN,62 kDa,,0.14,[],8,7,18,15
,TRUE,Empty,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3,sp|Q99714|HCD2_HUMAN,27 kDa,,0.15,[],9,9,21,19
,TRUE,Empty,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1,SMD1_HUMAN,13 kDa,,0.15,[],7,3,16,33
,TRUE,Empty,Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1,BGH3_HUMAN,75 kDa,,0.00097,"Control high, PEX eye - bi low",25,11,3,18
,TRUE,Empty,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2",NDUA9_HUMAN,43 kDa,,0.33,[],13,13,17,14
,TRUE,Empty,60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1,RLA2_HUMAN,12 kDa,,0.14,[],23,3,16,14
,TRUE,Empty,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,sp|Q99832|TCPH_HUMAN,59 kDa,,0.044,[],20,19,9,7
,TRUE,Empty,Phosphoserine aminotransferase OS=Homo sapiens OX=9606 GN=PSAT1 PE=1 SV=2,sp|Q9Y617|SERC_HUMAN,40 kDa,,0.05,[],16,12,6,22
,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=1,M0QXS5_HUMAN,58 kDa,,0.39,[],18,12,17,9
,TRUE,Empty,Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1,sp|O14818|PSA7_HUMAN,28 kDa,,0.014,[],20,9,6,20
,TRUE,Empty,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2,sp|P01011|AACT_HUMAN,48 kDa,,0.012,[],28,,12,12
,TRUE,Empty,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,COPG1_HUMAN,98 kDa,,0.015,[],29,7,12,7
,TRUE,Empty,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,E7ERF2_HUMAN (+1),47 kDa,,0.2,[],23,8,16,9
,TRUE,Empty,V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1,G3V126_HUMAN (+2),52 kDa,,0.13,[],19,1,12,23
,TRUE,Empty,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens OX=9606 GN=NDUFS5 PE=1 SV=3,NDUS5_HUMAN,13 kDa,,0.13,[],20,,13,22
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3,sp|Q16718|NDUA5_HUMAN,13 kDa,,0.42,[],12,7,16,21
,TRUE,Empty,Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=1,A0A087WY00_HUMAN (+6),212 kDa,,0.14,[],22,7,15,9
,TRUE,Empty,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3,ARPC3_HUMAN,21 kDa,,0.19,[],12,12,7,21
,TRUE,Empty,40S ribosomal protein S3a (Fragment) OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=1,D6RG13_HUMAN (+1),26 kDa,,0.27,[],10,14,17,14
,TRUE,Empty,Aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=1,E9PLK3_HUMAN (+2),103 kDa,,0.033,[],22,13,9,10
,TRUE,Empty,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2,FKBP2_HUMAN,16 kDa,,0.15,[],15,11,7,19
,TRUE,Empty,Isoform 2 of Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11,sp|P50995-2|ANX11_HUMAN (+1),51 kDa,,0.24,[],23,4,19,9
,TRUE,Empty,Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1,APOD_HUMAN (+1),21 kDa,,0.0012,"Control high, PEX eye - bi low",21,18,1,12
,TRUE,Empty,Fatty aldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1,J3QRD1_HUMAN (+2),45 kDa,,0.14,[],11,6,22,14
,TRUE,Empty,Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2,PSA2_HUMAN,26 kDa,,0.27,[],10,17,17,8
,TRUE,Empty,60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3,RL36_HUMAN,12 kDa,,0.29,[],7,9,13,24
,TRUE,Empty,"Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB",sp|P11177-2|ODPB_HUMAN (+1),37 kDa,,0.38,[],11,7,16,20
,TRUE,Empty,Isoform 2 of Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC,sp|P31939-2|PUR9_HUMAN (+1),65 kDa,,0.44,[],12,9,16,15
,TRUE,Empty,Isoform 2 of 40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20,sp|P60866-2|RS20_HUMAN (+1),16 kDa,,0.41,[],6,21,5,19
,TRUE,Empty,Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2,ADRM1_HUMAN,42 kDa,,0.39,[],9,11,11,6
,TRUE,Empty,Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1,F2Z2Y4_HUMAN (+2),31 kDa,,0.008,[],,9,20,21
